Date,Open,High,Low,Close,Adj Close,Volume
2021-05-18,202.940002,204.789993,202.699997,203.580002,203.580002,240100
2021-05-19,200.690002,203.020004,200.539993,202.750000,202.750000,167400
2021-05-20,206.000000,208.389999,205.699997,208.100006,208.100006,184500
2021-05-21,211.070007,211.809998,210.270004,211.229996,211.229996,230800
2021-05-24,211.500000,212.940002,211.389999,212.220001,212.220001,205600
2021-05-25,212.250000,213.820007,211.919998,213.009995,213.009995,206100
2021-05-26,212.369995,213.389999,211.619995,212.520004,212.520004,337500
2021-05-27,211.860001,213.690002,209.919998,210.000000,210.000000,310400
2021-05-28,209.979996,211.589996,209.360001,210.910004,210.910004,262800
2021-06-01,213.210007,213.220001,211.009995,212.699997,212.699997,260600
2021-06-02,212.360001,214.470001,212.100006,214.410004,214.410004,191800
2021-06-03,214.410004,216.255005,213.779999,215.429993,215.429993,268000
2021-06-04,217.250000,218.139999,216.229996,216.880005,216.880005,265600
2021-06-07,218.809998,220.054993,218.449997,219.369995,219.369995,243900
2021-06-08,220.770004,221.455994,217.570007,218.820007,218.820007,405600
2021-06-09,214.699997,216.770004,212.179993,212.179993,212.179993,314400
2021-06-10,212.399994,213.240005,210.929993,211.649994,211.649994,255600
2021-06-11,211.000000,211.339996,209.949997,211.309998,211.309998,132600
2021-06-14,203.720001,205.770004,202.535004,205.279999,205.279999,405300
2021-06-15,204.240005,204.800003,203.132996,204.500000,204.500000,498400
2021-06-16,202.889999,203.520004,201.330002,202.750000,202.750000,403200
2021-06-17,197.589996,202.240005,197.330002,200.919998,200.919998,620600
2021-06-18,200.460007,200.809998,199.750000,200.089996,200.089996,196300
2021-06-21,201.509995,203.130005,201.000000,202.179993,202.179993,252800
2021-06-22,202.080002,202.080002,200.250000,201.490005,201.490005,228300
2021-06-23,201.080002,201.080002,199.630005,200.110001,200.110001,230900
2021-06-24,201.779999,203.720001,201.419998,203.279999,203.279999,318200
2021-06-25,204.050003,204.899994,202.550003,204.220001,204.220001,352200
2021-06-28,205.070007,206.074997,204.399994,205.419998,205.419998,108000
2021-06-29,206.990005,207.449997,206.139999,206.869995,206.869995,149600
2021-06-30,206.350006,206.929993,205.229996,206.050003,206.050003,166700
2021-07-01,204.809998,205.050003,203.050003,203.559998,203.559998,155600
2021-07-02,204.729996,207.660004,203.869995,206.789993,206.789993,233100
2021-07-06,206.789993,207.005997,205.039993,205.860001,205.860001,239900
2021-07-07,206.960007,207.574997,204.800003,207.029999,207.029999,260500
2021-07-08,204.830002,207.259003,203.800003,205.660004,205.660004,242200
2021-07-09,208.479996,209.380005,207.580002,209.080002,209.080002,244700
2021-07-12,210.619995,210.619995,209.190002,209.580002,209.580002,165300
2021-07-13,208.929993,209.880005,208.789993,209.660004,209.660004,108600
2021-07-14,210.009995,210.779999,209.729996,210.320007,210.320007,197700
2021-07-15,206.839996,207.309998,204.360001,206.839996,206.839996,384600
2021-07-16,207.110001,211.220001,206.020004,206.889999,206.889999,231100
2021-07-19,204.399994,205.311996,203.250000,204.110001,204.110001,227400
2021-07-20,202.479996,204.250000,201.929993,204.139999,204.139999,176900
2021-07-21,205.149994,206.630005,204.809998,205.610001,205.610001,123800
2021-07-22,206.750000,207.210007,205.610001,207.210007,207.210007,159600
2021-07-23,209.809998,212.449997,209.429993,212.110001,212.110001,322700
2021-07-26,211.160004,212.039993,210.899994,211.990005,211.990005,197500
2021-07-27,212.210007,212.210007,210.149994,211.389999,211.389999,242100
2021-07-28,210.649994,212.800003,210.169998,212.240005,212.240005,224900
2021-07-29,214.070007,216.419998,213.820007,216.240005,216.240005,308700
2021-07-30,218.000000,219.449997,217.809998,218.289993,218.289993,533500
2021-08-02,216.839996,217.179993,211.649994,212.149994,212.149994,514700
2021-08-03,211.649994,211.979996,208.029999,211.300003,211.300003,479100
2021-08-04,212.850006,213.300003,210.500000,211.740005,211.740005,335700
2021-08-05,216.550003,219.529999,216.139999,219.419998,219.419998,335500
2021-08-06,220.429993,220.949997,219.279999,219.460007,219.460007,154400
2021-08-09,221.000000,222.934998,220.929993,222.119995,222.119995,222200
2021-08-10,222.589996,222.759995,220.899994,221.199997,221.199997,165200
2021-08-11,223.539993,224.270004,222.559998,224.039993,224.039993,139700
2021-08-12,224.100006,224.100006,222.755005,223.250000,223.250000,95400
2021-08-13,225.630005,227.479996,225.589996,225.880005,225.880005,224300
2021-08-16,225.490005,226.171005,223.699997,225.869995,225.869995,234500
2021-08-17,222.830002,223.259995,218.585007,219.250000,219.250000,501400
2021-08-18,219.789993,220.389999,218.350006,218.350006,218.350006,133200
